Timestamp,Sex,Age,Sexuality ,Race,College,Major,Year,General Prompt,Anger Prompt,word count (prompt 1),word count (prompt 2)
2/28/2024 23:07:55,Female,18,Straight,White,Medical/ Pre-Med / Nursing,Psychology,Freshman,I've had such a busy week and I'm feeling so stressed out because literally everything is happening all in one week and I feel like I'm going to fail all of my classes. All of my big (required) social events and midterms (for what feels like the hardest classes I'ver ever taken) are happening this week and it feels like I don't even have time to take a breath and rest.I know that this probably seems so insignificant in the grand scheme of things but it's causing me a lot of stress and anxiety right now and I just want to get through these next couple of days so I can actually enjoy life again.,My roommate has been a really inconsiderate person towards me and my other roommate and doesn't understand that we are not his personal maids and he never does anything to help around the dorm which is extremely frustrating. We have also noticed a pattern where he just expects us to pay things for him which is getting really old really fast. I just don't understand how his brain works and functions because he is just so socially dumb while he is actually a really smart person when it comes to school. I just really wish that I could go back into the past and decide not to live with him because I think we work better as friends and not roommates.,115,121
2/29/2024 0:35:21,Male,20,Queer/ LGBTQIA+,Other,Business,Supply Chain Management ,Junior,"My last week was super fun. During the weekend I spent time with my girlfriend where we studied together and grabbed Kura. We also played some Mario which was enjoyable. The next day I rockclimbed with a close friend of mine which I love because it’s a mix of exercise and a good time. We had insightful and deep conversations which I always appreciate. On Sunday I rushed to finish work and felt a little stressed trying to finish an assignment due at midnight and have enough time to go to HEB. I wanted to go to Costco but they were closed.

During the week I was invited to an event called can engineers dance that I wanted to go to especially since I was invited to it but couldn’t go because of an assignment due that night. I cooked some chicken drumsticks that didn’t turn out how I thought they would but still enjoyed them. Workload/class work was standard. I watched a bunch of hunterxhunter which I’m enjoying rewatching.",I’ve been feeling some anger towards myself this semester for procrastinating a bunch and doing work day of instead of working ahead. I was productive last semester so maybe I’m just burnt out but overall I’m having trouble finding my motivation. It makes me feel angry because I feel like my quality of work drops when I don’t put in the time I want to. I have high standards for myself so I don’t want my grades to slip but it can be hard when big motivators are gone like internships. It’s interesting being aware of my procrastination and lack of motivation but not being able to work towards improving it.,169,111
2/29/2024 16:24:22,Male,21,Straight,White,Business,Business,Sophomore,"it was okay, feeling burnt out for sure, working 35 hours a week and i’m taking 18 credit hours, the hardest part is getting out of bed in the morning. i worry about my weight a bit, I’ve always been skinny but my diet is awful and working in a restaurant and bar i’m doubling up on fatty foods and drinking. however, im really happy with my friends. i skip school a lot, but i emailed all my teachers and they seem sympathetic enough. i went out for a friends birthday last week, i think going out is good for me, i had so much fun. i’ve been playing a lot of games on my phone and doom scrolling instagram reels, probably should cut that out. overall 6/10 week","i tend to get really self conscious when i’m in the spotlight so to speak (except when i’m doing a performance oddly enough) and i just started bartending. i’ve worked at my current job for 3 years now, so everyone there knows me well. that being said, since the bar is the lifeblood of this restaurant, it’s a weirdly pressurized environment unlike any other job; all eyes are on you. so far it’s been going very well, but since i’ve moved up there’s been at least 3 servers that see me as a weak link, saying things like, “if he’s bartending, anyone can/why can’t i?” within earshot.  honestly really unimportant stuff, but nonetheless, embarrassment leads to frustration, a trait my family definitely exhibits. i guess going off the earlier prompt too, waking up late, skipping class, turning in assignments late leads to really easy self anger. ",129,146
2/29/2024 16:45:04,Female,22,Queer/ LGBTQIA+,White,Natural Sciences,Applied science ,Sophomore,"This week was pretty casual, but I did have a huge friendship breakup randomly. Although it was very deep rooted, this particular friend would talk about my other friends in front of me, when I confronted her and asked her to stop she told me I make everything about myself & that after everything she’s done for me she expects more from me…It did make me feel as if I was losing a huge part of my identity for such a minuscule conflict. Especially when it could have been so easily fixed. It left me very confused, yet a bit relieved with the people who are left in my corner. What healthy relationships I have external to that toxic one. How many of my friends support me and would do anything to make sure our friendship was never at jeopardy.","I would say the last time I felt anger and was with my ex best friend. To elaborate, I felt as if I was looking for myself in her, throughout all my friendships I expected them to treat me as I treat them. This can lead to disappointment, no one is the same!! But while comparing it to my healthy relationships with my other friends I realized sometimes no matter how hard you try to teach someone to be a good friend it’s a choice to listen. When this all unfolded I was asking myself “how does she not know what she’s saying is unhealthy” but it puts things into perspective when I just imagine that some people are just the way they are. Or maybe she just needs more growing, we could have outgrown one another, or even maybe we just need space from one another. But still butthurt ",140,150
2/29/2024 18:37:05,Female,22,Straight,Asian (including South Asian and Southeast Asian),Liberal Arts,Psychology ,Senior,"My week has been okay. I had a lot of assignments and didn’t manage my time too well so I was stressed about that. A significant event that took place this week was that I participated in an MRI scan study. I was in an MRI machine for 2 hours performing tasks related to the study and found it extremely interesting. Before the study, i was a little nervous and did not know what to expect. During the study, I was excited but eventually felt tired and sore because I had to stay in one position without moving for two hours. I also needed to use the restroom but had to wait till the study ended so I felt a little uncomfortable doing that. The study required me to complete tasks related to memory so I was exhausted after the first hour. After the study, I felt happy that I could participate in helping the lab further their research work and found it fascinating when the researchers showed me my brain. Overall, it was a satisfying experience.","I recently felt anger a couple of days back. I had to organize a social for an organization that I am a part of. We had decided to collaborate with a few different organizations of campus pretty last minute so I was scrambling to get details figured out to make it an enjoyable social. In addition to feeling stressed, I felt angry because none of the officers were communicating/responding. They also said that they could no longer make it to the social despite confirming that they were available when I was planning the social. I needed them to respond for various things, but none of them were responding which made the whole situation a little more frustrating. I needed one of the other officers to stop by with the supplies but she would not communicate properly and showed up 15 minutes late which made setting up the event hard. I was eventually able to have a good time at the social but I did feel anger in the time leading up to it.",177,173
2/29/2024 22:48:21,Female,23,Straight,Asian (including South Asian and Southeast Asian),N/A,N/A,N/A,"My week thus far has been relatively calmer than my usual pace. I could work from home which has been a blessing in disguise for me as it has allowed me to focus on some other aspects of my life that needs to be attended to. This week, I also got back onto a healthier food diet which has been good for my stomach. However, since there is so much that needs to get done and there is such little time, my stress levels have been quite high which has resulted in me eating an ice cream stick a day! I am pretty sure I am actively developing a cold currently. Additionally, my skin has been peeling and drier than usual- most likely due to my skin purging as I started my Tretinoin skin treatment recently. This week, I got back onto my daily night calls with my grandfather, which makes me feel great. Other than a few health improvements, it has been a regular week. I slacked off on my exercise routine, but I am trying to walk outside more to get my physical activity quota for the day. I hope to catch up on sleep and GRE prep this weekend. ","It was about a month ago when I felt true anger and frustration with something that happened at my workplace. It was an amalgamation of multiple small instances that accumulated over time, and it resulted in me losing my cool. While I did not air my anger and grievances at work, I came home and let off all the steam with my parents. I felt like I was being short-balled at work, and after all the hard work I put in, I felt as though I was not getting my due credit. The way I deal with my anger is I first vent, followed by a crying session, and then I convince myself all is well. I followed the same steps in this situation as well. I did have a meeting with my boss after I collected my thoughts and we were able to address my concerns in a constructive, productive, and fruitful manner. If this experience taught me something, is that speaking your mind politely and frankly will only be beneficial and will prevent future stress and strife. ",202,179
3/1/2024 13:45:24,Female,22,Straight,Hispanic/ Latino,Liberal Arts,Psychology ,Senior,"My best friend lied to me and it really hurt my feelings. Frankly, I’m still really hurt. And I know this cycle will continue until the day I die. Basically, she has a one year old baby and she tricked me into watching her. I have no issue with watching her, my issue lies in the fact that she told me she was leaving for a meeting that would last half an hour but came back four hours later. Her boyfriend let slip that they were actually at a hangout with other people. However during the time they were gone I took the longest nap so didn’t really process what was said until I got home. I don’t know why she’s like this, I’ve know about her and it gives me severe trust issues with my other relationships. ","I don’t generally get angry, I’m the type of person who feels hurt or sad about a situation. I recently got angry though when I didn’t do as well on an exam as I had wanted. I was upset with myself because I knew that I could have done better if I hadn’t gotten in my head so much during the test. I give myself pretty bad test anxiety and it has been something I still struggle with as a senior. It’s very frustrating because my grades are really important to me and I know that the exam scores I often receive don’t reflect how well i know the material. OH i was also angry this past sunday because a man was SCREAMING outside my apartment building for an hour or so. I was so upset because Sundays are my days to sleep in. I was so angered to the point that I called the police to check on him or take him away.",138,164
3/4/2024 12:43:52,Male,20,Straight,"White, Asian (including South Asian and Southeast Asian)",Natural Sciences,Computational Biology,Sophomore,"I had a fantastic week! As a student, I had two exams that I studied a lot for. I also was able to maintain balance by working out everyday and volunteering at CD Doyle, one of Austin’s free clinic. At the volunteering shift, I did the intake role so I got to measure vitals and talk to patients. I connected with three patients and spoke to a handful of medical students. Also, I had a very fun broomball event on Friday with NSC. Even though we lost, it was still fun seeing everyone and messing around out on the ice rink. I had to wake up early Saturday morning for my nonprofit meeting, I spent a lot of time with my friends Friday night (and Saturday morning?). ","I always get angry when I’m hungry. I am hungry nearly everyday. Therefore, I’m also angry everyday. Yesterday, I went to the Chipotle on Guad and they didn’t give me any chicken. This made me angry, but then I filed a complaint and they gave me two free entrees. It makes me wonder if I can keep filing complaints (since the Guad chipotle is so bad), and see if I can tap into this infinite food glitch. Another time I felt angry was after my biochem exam. Although I was relieved the exams were over, I reflected on some of the answers I provided and realized I had answered them incorrectly. This is always frustrating, but only momentarily.",127,118
3/4/2024 13:04:23,Male,19,Queer/ LGBTQIA+,"White, Hispanic/ Latino",Natural Sciences,Chemistry,Freshman,"Last week, I got to attend and partake in several events through NSC's Natural Sciences Week. I really enjoyed supporting my friends and peers as they displayed their talents and had their organized events come to fruition. Also, as a member of NSC's rebranded Student Access Committee, I was glad to see my committee's first event of the semester blow off as several UT students took the opportunity to reflect on their mentL health and claim several healthy resources. To me, NSC is a second family I've made here at UT, so I've been feeling a bit down and empty everytime I realize several prominent role models in my life are getting ready to graduate and move on to the other projects. Still, I realize that it's best to live in the present and make fond memories with my friends while they are here. ","Honestly, I'm not someone to generally experience prominent emotions of anger. If I'm frustrated or disappointed in something/someone, my anger generally dissolves into understanding in a few hours. I also tend to avoid tension and confrontation, so I don't experience many measures of anger anyways. However, one instance of anger I've recently experienced is towards my government professor last semester. This professor would make questionable/disrespectful comments about me in class, and I wouldn't be surprised if she intentionally handed me the lowest grades in her class. One of these comments in class involved my professor emphasizing how chemistry was such a frustrating and unnecessary subject before pointing out to the entire class that I was a chemistry major (it didn't help that I was one of the only 2 non-COLA students in the class), and this perspective on chemistry was apparently only made since this professor started a fire in her high school chemistry class. Comments such as these resulted in my classmates side-eyeing me as I past them on Speedway or kept the door open for them on my way out of class. I kept my frustration over this inwards, and things certaibly didn't get better in her class as the semester progressed. I tried to report this professor at the end of the semester, but that only got mixed reviews from different administrative figures who were quite close to this professor. Still, despite all of this, I hope for the best for this professor and her family (especially since she is on a maternity leave), but I hope that she makes better choices in the future and, ideally, teaches grad school instead where she could be surrounded by students similar to her (and so that she doesn't discriminate against anyone). 

P.S. Sorry if this came out more as a rant, but I hope this helps for your data collection. ✨️",144,312
3/4/2024 13:13:32,Male,21,Straight,White,Natural Sciences,Physics/Biochemistry,Junior,"It was mid, i was really tired so i either slept or studied for tests and now i wanna drop out of school. significant events: i bought chatgpt 4, i limed from st david’s to wampus while inebriated, and i entertained my cousin and his parents who came down for a tour. oh and i also went to heb with my friend like 15 mins before they closed cuz we both needed food but shawty didn’t even buy food idk what she’s even eating for sustenance currently. wait maybe this week was chill and im being pessimistic. overall it was just really busy and i felt burnt out so in a way i’ve been mad at myself the whole week, because i wanna feel good and productive but i acted like a vegetable. ",i heard about somebody being mean to my mama which is completely uncalled for she’s way too sweet for that behavior. i was pretty mad but it was like one of those moods where you’re still cerebral and u tryina plan the downfall of a person. another time i got cut off 3 times in a row on guad (all by teslas why do they suck at driving) and i had to get in my bag and meditate or something to not be mad. personally i differentiate between being annoyed and being mad by whether or not i can like feel my blood boil and my vision narrow. and that really doesn’t happen much usually it’s just innocent dumbasses annoying me not an actual problematic mf trying to make my life hell,133,132
3/4/2024 14:50:52,Female,20,Queer/ LGBTQIA+,Asian (including South Asian and Southeast Asian),Natural Sciences,Medical Laboratory Science,Junior,"I got broken up with by my boyfriend (now ex) so I definitely don't know how I'm feeling except grief. We had previously discussed things pertaining to our relationship and so last week I was pretty anxious that we were splitting up. I was also super busy last week with midterms and assignments so I guess I didn't really have time to process anything until this weekend, but then he asked to talk and officially we split up. I found out a lot of things that day and felt upset that he didn't express his needs earlier and began to think a lot about what ifs. It hurt to know that he didn't love me anymore, and that our relationship was a traumatic experience, and I don't blame him for describing our relationship that way. It just sucks that I no longer have someone that I can call mine.","The last time I felt anger was when my boyfriend first mentioned breaking up, I think in my experience the anger I felt was a mask for my pain. I was hurt by a lot of the things that he said, how he felt like he didn't feel important to me at a time when I was feeling extremely stressed. Perhaps my stress pushed me to be very unempathetic and I think that was the final straw for him. I felt like it was all at once, and I was frustrated that these things weren't addressed earlier. I felt like there was a pattern in our relationship, that the things that have been hurting us the most come out at the most stressful time of our lives. I still care about him, but I lashed out in frustration and anger, when I could always have made space for him. All that is left from this experience is regret.",149,158
3/6/2024 9:40:19,Female,19,Queer/ LGBTQIA+,Asian (including South Asian and Southeast Asian),Engineering,Chemical Engineering ,Sophomore,"There were not a lot of significant events that happened. I went to holi which was fun! I was pretty anxious about the whole event because last year it was not fun for me. I felt super awkward, out of place, and miserable for most of it so I ended up leaving early under the guise of doing my “hw”. However, I think this holi was a lot better! I think it helped that we went late and left early (we didn’t stay that long) and stayed at the peak time. I have a quiz today in one of my hard classes that I’m not doing the best in. I’m also really anxious about this class and my grade in it, but I also can’t bring myself to fully sit down and catch up. I also feel like me not having any friends in my class when literally everyone in my class knows each other puts me at a big disadvantage because I am essentially learning everything on my own and don’t have people I can fall back on if I’m confused or have questions. It’s ok though! I’ll figure it out (hopefully). I just need to actually lock in and figure everything out.","I don’t really ever get angry. I think the only person I genuinely get mad/angry at is my sister, but even then it is just petty arguments and nothing actually substantial. Last weekend I found out one of my friends lied about me to her whole friend group for months. When I told some of my other friends about it, they got mad on behalf of me and said they would be pissed if that happened to them. However, I was more just disappointed and anxious about the situation rather than mad at her even thought I was done dirty and had every right to be angry. I think rather than angry I mostly get annoyed. I am so easily annoyed by everything and get irritated by the smallest things. Usually I get over it pretty easily though, but if I’m having a bad day I can get pretty short.",204,150
4/2/2024 12:29:58,Male,20,,"White, Asian (including South Asian and Southeast Asian)",Natural Sciences,Neuroscience,Junior,"This past week I primarily just studied at home. I was staying at my parents' house, so I had less time to spend with friends. There were no especially significant events that occurred during the week, the most significant would probably be going out grocery shopping. In a sense, it is nice to have a fewer amount of different things going on, as it allows one to really focus in on the few things going on. On an unrelated note, my disdain for driving remains as prominent as ever. Driving to and fro Austin is not enjoyable, and I hope some of these high speed rail options make some progress soon. In comparison to other countries, we are very far behind in this realm.","In general, I do not typically cope with negative experiences with anger. I am much more prone to feelings of sadness or frustration rather than anger. As such, no specific times in which I was genuinely angry come to mind. One instance in which I felt much frustration, however, was in a week leading up to important finals. I was frustrated with myself because I was unable to internally motivate myself enough to start studying—only the stress of the impending final date was seemingly able to motivate me sufficiently, and even then this stimulus was only strong enough a couple days away from the examination. Having this lack of control over my own behavior was very frustrating.",124,117
4/2/2024 13:22:02,Male,21,Straight,Asian (including South Asian and Southeast Asian),Engineering,Electrical and Computer Engineering,Junior,"The past week has been pretty good, productive for the most part, and active. Nothing super significant has happened recently, but I have been reducing distractions (like social media) and prioritizing concentration on everything - working when I’m working, eating when I’m eating, training when I’m training, and playing when I’m supposed to play. Not multitasking - I’ve learned that you get pulled in all different directions and actually get nothing done. Being busy doesn’t equal productive. Also I have been reflecting on the good and the bad of some past events, while still focusing on the task at hand in front of me, and still being excited and optimistic about my future goals and plans. ","I don’t know if this is helpful but to be honest I don’t remember feeling angry recently. Of course there are always things in daily life that are frustrating, but I never seem to linger onto them anymore. Just accepting the way things are, taking what lessons you can out of them, and moving on. Since this form is making me elaborate hella I’m just yapping. The last real time I felt really angry was when some girl I really liked and felt close with decided to make out with someone else in front of me. But even now there is no anger, in fact glad that it happened because truthfully I did learn a lot out of the experience ",116,120
4/2/2024 13:48:25,Male,21,Straight,Asian (including South Asian and Southeast Asian),Natural Sciences,Computer Science,Junior,"Over the course of the past week, I've noticed a significant shift in my sleeping pattern, yet, paradoxically, there's been a notable increase in my overall productivity. My nights have stretched longer, pushing me into a routine where I find myself going to bed well past my usual time, which in turn has led to me waking up much later in the day than I'm accustomed to. Despite this apparent upheaval in my daily rhythm, the volume of work I've managed to get through has seen a marked improvement.This boost in productivity might be attributed to the serene quietude and isolation that the late hours afford me. The world slows down, the incessant buzz of day-to-day life fades into the background, and distractions dwindle to a minimum. It's in this tranquility that I find my mind most lucid and focused, capable of diving deeper into my tasks with a concentration that's elusive during the bustling daytime hours. Perhaps it's the stillness of the night that wraps around me like a cocoon, fostering an environment where thoughts flow freely and creativity flourishes.Moreover, the isolation from typical daytime interruptions—be it social obligations, the constant pinging of notifications, or the simple, yet often disruptive, background noise of daily living—allows for a level of undisturbed focus that seems to supercharge my productivity. This unexpected shift in my working hours has led me to ponder the intricate relationship between our environment, our schedules, and how we function optimally. It's a fascinating revelation that, perhaps, our most effective periods of work might not align with traditional hours, but rather with those we carve out for ourselves, finding peace and productivity in the quiet solitude of the night.","In the midst of our team presentation, I found myself grappling with a surge of anger. This emotion was primarily triggered by one team member's domineering attitude. They insisted on making unilateral decisions, blatantly ignoring any attempts at rational discussion or alternative suggestions. What compounded my frustration was the passive stance of the other two group members. They chose to remain mute spectators, neither challenging the authoritative behavior nor contributing their own perspectives to the discussion. This lack of collaborative spirit and open dialogue left me feeling isolated and stifled within the team dynamic.",281,94
4/2/2024 14:07:21,Male,22,Straight,"White, Hispanic/ Latino",Engineering,Architectural engineering,Senior,"This past week or two has been very busy juggling classes, exercise, work, course exams, and the FE exam. I think I have allocated appropriate time to each aspect of my life without over exerting myself. I look forward to being done with school. Fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space",I felt anger when I failed an exam. Fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space fill space,118,120
4/2/2024 19:57:24,Male,21,Queer/ LGBTQIA+,Asian (including South Asian and Southeast Asian),Business,Finance,Junior,"Diving into the first part about my week: It's been a rollercoaster, honestly. Hit a major snag with a group project 'cause someone decided to ghost on us at the last minute. 😒 We were scrambling to pick up the slack, which meant late nights and way too much caffeine. Felt pretty stressed and annoyed, but we managed to pull it together and submit something we're proud of. Besides that, had a finance exam that was looming over my head like a dark cloud, but when it finally happened, it wasn't as bad as I thought it would be. On the flip side, I had a chill night with friends on Saturday, which was a much-needed break from the chaos. We just hung out, watched movies, and had some good laughs. It was a reminder that it's not all about work and stress; those moments of relaxation really matter.","As for when did I most recently feel angry, it has to be with that group project situation which definitely got me there. Feeling let down by a teammate and worrying about how it would affect our grades was infuriating. It's not just about the extra work; it's the feeling of betrayal and having to pick up the pieces when you were already stretched thin. I had to take a few moments to breathe and not let my anger get the best of me. We talked it out as a group (without the ghoster, obviously), focused on what we could control, and moved forward. It was a test of patience and teamwork, but we made it through.",149,117
4/2/2024 20:01:04,Male,19,Straight,Asian (including South Asian and Southeast Asian),Engineering,Mechanical Engineering,Freshman,"This week was packed, not gonna lie. I had this really demon of a project on fluid mechanics that was basically eating up all my waking hours. There was a moment I thought I'd never see the back of it. 😬 But hey, finally finished it up it late Thursday night, which was a win. Felt like I'd conquered Everest or something. There's also been a ton of stuff going on with the engineering society—I'm trying to juggle responsibilities there, too. Managed to help organize a workshop which, thankfully, went off without a hitch, and they had free food. That was a solid boost amidst the chaos. I also haven't been sleeping enough.","On the anger front, oh boy, let me tell you about a lab session gone wrong. We're in there, trying to get some precise measurements, and the equipment just... fails. Out of nowhere. And it's not the first time, which makes it even more infuriating. It threw our whole session off track, and we ended up having to stay late to redo the experiment. I was fuming, mostly at the situation but also a bit at our department for not maintaining the gear better. It felt like our time and effort were being disrespected. Had to take a step back, vent a bit to friends, and then focus on getting the work done. Not the first challenge thrown our way and definitely won't be the last, but it was a reminder that sometimes, you've just got to roll with the punches and keep pushing forward.",113,145
4/2/2024 20:06:16,Male,20,Straight,Asian (including South Asian and Southeast Asian),Natural Sciences,Computer Science,Sophomore,"This week has been unreal, to say the least. The highlight? I got the confirmation email from Amazon about my internship, and I've been on cloud nine ever since. It feels like all the late nights leet code, coding challenges, and the endless prep finally paid off. Celebrated the news with a mini pizza party with my roommates, which was awesome. I also have been craving to play ping pong lmao so finally got to do that. But it's not all been partying; I've also been knee-deep in assignments and projects that I got behind on because of interview prep. Balancing the excitement with the workload has been tricky but thrilling.","Getting turned down by a tech startup I was excited about really ticked me off. I had nailed the coding test and felt good about the interviews, so the rejection hit hard. It made me doubt my skills and wonder where I fell short. But instead of dwelling on it, I used that frustration as motivation to double down on my efforts. This setback stung, but it also taught me resilience. It’s all about bouncing back stronger, and landing the Amazon internship later was proof that perseverance pays off. The rejection was also a tough pill to swallow, but it highlighted the reality of the tech industry: not every opportunity will be a perfect fit, and that's okay. It's about learning from each experience, improving, and moving forward with even more determination.",111,132
4/2/2024 20:12:51,Male,21,Queer/ LGBTQIA+,Asian (including South Asian and Southeast Asian),Business,Finance,Junior,"This week was a marathon, not a sprint. Leading up to the semi-finals for pickleball intermurals, every day was packed with intense training sessions and strategic team meetings. On top of that, my group project for entrepreneurship class demanded my creativity and leadership off the field. Juggling both was exhausting but exhilarating. Winning the semi-finals was a rush; it validated all the hard work and sacrifices. The satisfaction of acing the project presentation added to the week's triumphs. Despite the physical and mental strain, the accomplishments made every moment of exhaustion worthwhile.","The toughest point where I was feeling a lot of anger came when a crucial teammate sustained an injury during our pickleball practice, jeopardizing our strategy for the semi finals that needed him to be playing. I was angry and frustrated, not at him but at the situation because I felt so helpless. It felt like despite our dedication and hard work, factors beyond our control could still derail our efforts. The initial shock and anger pushed us to rethink our approach, rallying around our teammate. This adversity reminded me of the unpredictability of sports and the importance of adaptability and teamwork. ",92,102
4/2/2024 20:14:44,Male,20,Queer/ LGBTQIA+,Asian (including South Asian and Southeast Asian),Medical/ Pre-Med / Nursing,Biology,Sophomore,"This past week, I, a college student and violin player, experienced a mix of nervousness and excitement as I prepared for a significant musical showcase at my university. This event is a big deal for musicians like me, as it's an opportunity to perform solo pieces in front of a large audience, including peers, professors, and potentially scouts. Amidst my preparations, I encountered a minor hiccup when one of my violin strings broke during practice. This incident was more than a simple inconvenience; it highlighted the intense pressure I was feeling to perform well. Thankfully, the encouragement from fellow music students and the constructive advice from my mentor helped boost my confidence. The thought of presenting my skills and the progress I've made on such an esteemed platform felt daunting yet thrilling, marking a pivotal moment in my journey as a musician.","There was a specific instance during my practice sessions that really tested me emotionally. While practicing an important piece for the upcoming showcase, one of the strings on my violin suddenly snapped. This wasn't just about the inconvenience of replacing a string; it felt like a metaphor for the delicate state of my preparation. I was overwhelmed with frustration, doubting whether I was truly ready to perform and fearful of potentially embarrassing myself on stage. This wave of anger, however, was short-lived. I realized that dwelling on what went wrong wouldn't help. Instead, I focused on moving forward, addressing what I could control—my response to this setback and my unwavering commitment to excel at the showcase. This experience was a harsh but valuable lesson in resilience and the importance of maintaining a positive outlook in the face of challenges.",142,139
4/2/2024 20:16:41,Male,21,Straight,Asian (including South Asian and Southeast Asian),Natural Sciences,Computer Science,Junior,"I am part of a raas dance team, a traditional Indian dance form that's both energetic and intricate. Our week took an unexpected turn when our lead choreographer fell ill, putting our preparations for an upcoming national competition in jeopardy. This situation forced us to quickly adapt and change our routine, a daunting task that required everyone's input and flexibility. Despite the initial stress and uncertainty, we grew closer as a team, finding new strengths and a shared determination. This ordeal underscored the unpredictable nature of performing arts and the vital role of adaptability alongside skill.","The absence of our choreographer this week put a strain on our pratices. During one particularly tense session, disagreements over the direction of our new choreography led to frustration among team members. I felt a mix of anger and concern, fearing these challenges could compromise our performance. However, this frustration became a turning point for us. By confronting our issues directly and working together intensively, we not only resolved our disagreements but also discovered effective new ways to enhance our routine. This experience taught us the value of patience, open communication, and the collective effort needed to overcome unexpected hurdles.",96,100
4/2/2024 20:18:05,Male,21,Straight,Asian (including South Asian and Southeast Asian),Fine Arts,Filmmaking,Junior,"I embarked on a project to capture the diverse facets of campus life. Balancing this ambitious project with my academic duties was a test of my time management and organizational abilities. A significant setback occurred when I lost a day's worth of footage due to a technical glitch, challenging my resolve and forcing me to reassess my approach to the project. Despite the setback, this challenge clarified my commitment to storytelling and the importance of perseverance in the face of obstacles. It's been an enlightening journey, emphasizing the critical nature of technical preparation and the powerful impact of documentary work in portraying real-life stories.","Discovering that I had lost crucial footage was a frustrating and anger-inducing moment, mainly because it was a preventable error on my part. The realization that my negligence in backing up data cost us precious time and effort was a tough pill to swallow. However, this frustration served as a wake-up call. It propelled me to overhaul my workflow, instituting rigorous data management protocols to avoid such mishaps in the future. This experience, while frustrating, ultimately taught me the value of meticulous planning and the potential for setbacks to foster innovation and a deeper dedication to my craft.",104,98